concept	dendrogram: 6; wordnet: 6	dendrogram: 6; wordnet: 7	dendrogram: 6; wordnet: 8	dendrogram: 7; wordnet: 6	dendrogram: 7; wordnet: 7	dendrogram: 7; wordnet: 8	dendrogram: 8; wordnet: 6	dendrogram: 8; wordnet: 7	dendrogram: 8; wordnet: 8	dendrogram: 0.7; wordnet: 6	dendrogram: 0.7; wordnet: 7	dendrogram: 0.7; wordnet: 8	dendrogram: 0.8; wordnet: 6	dendrogram: 0.8; wordnet: 7	dendrogram: 0.8; wordnet: 8	dendrogram: 0.9; wordnet: 6	dendrogram: 0.9; wordnet: 7	dendrogram: 0.9; wordnet: 8
bookcase	0.045871559633027525	0.045871559633027525	0.0	0.05263157894736842	0.05263157894736842	0.0	0.140625	0.140625	0.0	0.2727272727272727	0.2727272727272727	0.0	0.26666666666666666	0.26666666666666666	0.0	0.2647058823529412	0.2647058823529412	0.0
cockroach	0.9904761904761905	0.09523809523809523	0.09523809523809523	0.9795918367346939	0.20408163265306123	0.20408163265306123	1.0	0.9	0.9	1.0	1.0	1.0	1.0	0.9	0.9	0.9795918367346939	0.20408163265306123	0.20408163265306123
axe	0.19724770642201836	0.09174311926605505	0.022935779816513763	0.22631578947368422	0.10526315789473684	0.02631578947368421	0.32	0.16	0.04	n/a	n/a	n/a	0.45454545454545453	0.2727272727272727	0.2727272727272727	0.4423076923076923	0.34615384615384615	0.09615384615384616
goldfish	0.26595744680851063	0.18085106382978725	0.18085106382978725	0.28735632183908044	0.19540229885057472	0.19540229885057472	0.7096774193548387	0.4838709677419355	0.4838709677419355	1.0	0.8461538461538461	0.8461538461538461	1.0	0.6470588235294118	0.6470588235294118	0.7096774193548387	0.4838709677419355	0.4838709677419355
crossbow	0.3761467889908257	0.10091743119266056	0.0779816513761468	0.42105263157894735	0.11578947368421053	0.08947368421052632	0.456	0.168	0.136	0.5	0.5	0.5	0.8571428571428571	0.7857142857142857	0.7142857142857143	0.8125	0.75	0.625
box	0.3532110091743119	0.09174311926605505	0.03669724770642202	0.2789473684210526	0.08947368421052632	0.03684210526315789	0.265625	0.171875	0.0625	0.5555555555555556	0.4444444444444444	0.1111111111111111	0.46153846153846156	0.3076923076923077	0.07692307692307693	0.4117647058823529	0.3235294117647059	0.11764705882352941
tortoise	0.26595744680851063	0.18085106382978725	0.18085106382978725	0.28735632183908044	0.19540229885057472	0.19540229885057472	0.7096774193548387	0.4838709677419355	0.4838709677419355	1.0	0.5	0.5	1.0	0.75	0.75	0.7096774193548387	0.4838709677419355	0.4838709677419355
marble	0.07339449541284404	0.027522935779816515	0.009174311926605505	0.08421052631578947	0.031578947368421054	0.010526315789473684	0.112	0.048	0.016	1.0	1.0	0.5	0.7142857142857143	0.42857142857142855	0.2857142857142857	0.3333333333333333	0.16666666666666666	0.1111111111111111
hamster	0.9904761904761905	0.8666666666666667	0.8666666666666667	1.0	0.9636363636363636	0.9636363636363636	1.0	0.9629629629629629	0.9629629629629629	1.0	1.0	1.0	1.0	0.9629629629629629	0.9629629629629629	1.0	0.9636363636363636	0.9636363636363636
raccoon	0.9904761904761905	0.8761904761904762	0.8761904761904762	1.0	0.9818181818181818	0.9818181818181818	1.0	0.9814814814814815	0.9814814814814815	1.0	0.9090909090909091	0.9090909090909091	1.0	0.9814814814814815	0.9814814814814815	1.0	0.9818181818181818	0.9818181818181818
pillow	0.5	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	0.5	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.0
shovel	0.5091743119266054	0.0963302752293578	0.03669724770642202	0.5736842105263158	0.11052631578947368	0.042105263157894736	0.664	0.168	0.064	1.0	0.7692307692307693	0.46153846153846156	1.0	0.7333333333333333	0.4	0.7884615384615384	0.34615384615384615	0.15384615384615385
apple	0.6276595744680851	0.6276595744680851	0.3617021276595745	0.6206896551724138	0.6206896551724138	0.3333333333333333	0.8909090909090909	0.8909090909090909	0.4727272727272727	1.0	1.0	0.9583333333333334	1.0	1.0	0.92	0.8909090909090909	0.8909090909090909	0.4727272727272727
radish	0.6382978723404256	0.5957446808510638	0.2127659574468085	0.632183908045977	0.5862068965517241	0.22988505747126436	0.8909090909090909	0.8363636363636363	0.34545454545454546	0.9523809523809523	0.9523809523809523	0.7142857142857143	0.7777777777777778	0.7777777777777778	0.5555555555555556	0.8909090909090909	0.8363636363636363	0.34545454545454546
bayonet	0.3761467889908257	0.10091743119266056	0.0779816513761468	0.42105263157894735	0.11578947368421053	0.08947368421052632	0.456	0.168	0.136	n/a	n/a	n/a	0.8571428571428571	0.7857142857142857	0.7142857142857143	0.8125	0.75	0.625
duck	0.9904761904761905	0.8666666666666667	0.8666666666666667	0.9795918367346939	0.7551020408163265	0.7551020408163265	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9736842105263158	0.9795918367346939	0.7551020408163265	0.7551020408163265
tap	0.5412844036697247	0.15137614678899083	0.01834862385321101	0.6105263157894737	0.16842105263157894	0.021052631578947368	0.688	0.24	0.016	n/a	n/a	n/a	0.5	0.0	0.0	0.75	0.25	0.25
bra	0.6382978723404256	0.6382978723404256	0.5319148936170213	0.7631578947368421	0.7631578947368421	0.631578947368421	0.9333333333333333	0.9333333333333333	0.8	n/a	n/a	n/a	1.0	1.0	0.9375	0.9629629629629629	0.9629629629629629	0.8148148148148148
lime	0.6276595744680851	0.6276595744680851	0.3617021276595745	0.6206896551724138	0.6206896551724138	0.3333333333333333	0.8909090909090909	0.8909090909090909	0.4727272727272727	1.0	1.0	0.9583333333333334	1.0	1.0	0.92	0.8909090909090909	0.8909090909090909	0.4727272727272727
