concept	dendrogram: 6; wordnet: 6	dendrogram: 6; wordnet: 7	dendrogram: 6; wordnet: 8	dendrogram: 7; wordnet: 6	dendrogram: 7; wordnet: 7	dendrogram: 7; wordnet: 8	dendrogram: 8; wordnet: 6	dendrogram: 8; wordnet: 7	dendrogram: 8; wordnet: 8	dendrogram: 0.7; wordnet: 6	dendrogram: 0.7; wordnet: 7	dendrogram: 0.7; wordnet: 8	dendrogram: 0.8; wordnet: 6	dendrogram: 0.8; wordnet: 7	dendrogram: 0.8; wordnet: 8	dendrogram: 0.9; wordnet: 6	dendrogram: 0.9; wordnet: 7	dendrogram: 0.9; wordnet: 8
basement	0.047619047619047616	0.047619047619047616	0.0	0.07142857142857142	0.07142857142857142	0.0	0.09090909090909091	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091	0.0	0.04	0.04	0.0	0.037037037037037035	0.037037037037037035	0.0
basket	0.4782608695652174	0.30434782608695654	0.043478260869565216	0.4117647058823529	0.29411764705882354	0.058823529411764705	0.4666666666666667	0.3333333333333333	0.06666666666666667	n/a	n/a	n/a	0.375	0.375	0.0	0.4782608695652174	0.30434782608695654	0.043478260869565216
bathtub	0.1095890410958904	0.06164383561643835	0.0	0.17647058823529413	0.10588235294117647	0.0	0.18292682926829268	0.10975609756097561	0.0	0.2	0.2	0.0	0.3333333333333333	0.2222222222222222	0.0	0.1095890410958904	0.06164383561643835	0.0
baton	0.045454545454545456	0.0	0.0	0.1111111111111111	0.0	0.0	0.07142857142857142	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	0.045454545454545456	0.0	0.0
bayonet	0.2465753424657534	0.0821917808219178	0.04794520547945205	0.35294117647058826	0.11764705882352941	0.08235294117647059	0.34146341463414637	0.0975609756097561	0.08536585365853659	n/a	n/a	n/a	0.5	0.2916666666666667	0.2916666666666667	0.2465753424657534	0.0821917808219178	0.04794520547945205
bazooka	0.07575757575757576	0.030303030303030304	0.0	0.2777777777777778	0.1111111111111111	0.0	0.35714285714285715	0.14285714285714285	0.0	n/a	n/a	n/a	0.38461538461538464	0.15384615384615385	0.0	0.07575757575757576	0.030303030303030304	0.0
beans	0.7469879518072289	0.7349397590361446	0.6265060240963856	0.7530864197530864	0.7407407407407407	0.6296296296296297	0.7432432432432432	0.7297297297297297	0.6756756756756757	0.8387096774193549	0.8387096774193549	0.7419354838709677	0.7432432432432432	0.7297297297297297	0.6756756756756757	0.75	0.7380952380952381	0.6309523809523809
bear	0.9813084112149533	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.875	0.875	1.0	1.0	1.0	1.0	0.875	0.875	0.9814814814814815	0.8611111111111112	0.8611111111111112
beaver	0.9906542056074766	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.875	0.875	1.0	1.0	1.0	1.0	0.875	0.875	0.9907407407407407	0.8611111111111112	0.8611111111111112
bed	0.0958904109589041	0.06164383561643835	0.00684931506849315	0.16666666666666666	0.08333333333333333	0.016666666666666666	0.18867924528301888	0.09433962264150944	0.018867924528301886	0.8333333333333334	0.8333333333333334	0.16666666666666666	0.9	0.5	0.1	0.0958904109589041	0.06164383561643835	0.00684931506849315
bedroom	0.09523809523809523	0.047619047619047616	0.0	0.14285714285714285	0.07142857142857142	0.0	0.18181818181818182	0.09090909090909091	0.0	0.18181818181818182	0.09090909090909091	0.0	0.08	0.04	0.0	0.07407407407407407	0.037037037037037035	0.0
beehive	0.1232876712328767	0.02054794520547945	0.0	0.17647058823529413	0.023529411764705882	0.0	0.18292682926829268	0.024390243902439025	0.0	n/a	n/a	n/a	n/a	n/a	n/a	0.1232876712328767	0.02054794520547945	0.0
beetle	0.9813084112149533	0.11214953271028037	0.09345794392523364	1.0	0.11702127659574468	0.09574468085106383	1.0	0.09375	0.0625	1.0	0.5	0.5	1.0	0.09375	0.0625	0.9814814814814815	0.1111111111111111	0.09259259259259259
beets	0.7108433734939759	0.6987951807228916	0.26506024096385544	0.7160493827160493	0.7037037037037037	0.2716049382716049	0.7027027027027027	0.6891891891891891	0.2972972972972973	0.8387096774193549	0.8387096774193549	0.5483870967741935	0.7027027027027027	0.6891891891891891	0.2972972972972973	0.7142857142857143	0.7023809523809523	0.2619047619047619
belt	0.3013698630136986	0.23972602739726026	0.0136986301369863	0.5166666666666667	0.5166666666666667	0.016666666666666666	0.5849056603773585	0.5849056603773585	0.018867924528301886	n/a	n/a	n/a	0.0	0.0	0.0	0.3013698630136986	0.23972602739726026	0.0136986301369863
bench	0.08695652173913043	0.08695652173913043	0.043478260869565216	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.06666666666666667	0.06666666666666667	0.06666666666666667	n/a	n/a	n/a	0.0	0.0	0.0	0.08695652173913043	0.08695652173913043	0.043478260869565216
bike	0.5757575757575758	0.5303030303030303	0.30303030303030304	0.723404255319149	0.6808510638297872	0.425531914893617	0.7352941176470589	0.6764705882352942	0.5882352941176471	0.9375	0.875	0.875	0.8421052631578947	0.7894736842105263	0.7894736842105263	0.5757575757575758	0.5303030303030303	0.30303030303030304
birch	0.7349397590361446	0.7108433734939759	0.2891566265060241	0.7283950617283951	0.7037037037037037	0.2962962962962963	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.7380952380952381	0.7142857142857143	0.2976190476190476
biscuit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
bison	0.9813084112149533	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.875	0.875	1.0	1.0	1.0	1.0	0.875	0.875	0.9814814814814815	0.8611111111111112	0.8611111111111112
blackbird	0.9813084112149533	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.8620689655172413	0.8620689655172413	n/a	n/a	n/a	1.0	1.0	1.0	0.9814814814814815	0.8611111111111112	0.8611111111111112
blender	0.23972602739726026	0.0547945205479452	0.0547945205479452	0.4117647058823529	0.09411764705882353	0.09411764705882353	0.4268292682926829	0.0975609756097561	0.0975609756097561	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.4117647058823529	0.4117647058823529	0.4117647058823529	0.23972602739726026	0.0547945205479452	0.0547945205479452
blouse	0.2671232876712329	0.2191780821917808	0.0273972602739726	0.5	0.5	0.06666666666666667	0.5660377358490566	0.5660377358490566	0.07547169811320754	0.8461538461538461	0.8461538461538461	0.07692307692307693	0.8529411764705882	0.8529411764705882	0.11764705882352941	0.2671232876712329	0.2191780821917808	0.0273972602739726
blueberry	0.7349397590361446	0.7349397590361446	0.42168674698795183	0.7407407407407407	0.7407407407407407	0.43209876543209874	0.7297297297297297	0.7297297297297297	0.3918918918918919	1.0	1.0	0.9047619047619048	0.7297297297297297	0.7297297297297297	0.3918918918918919	0.7380952380952381	0.7380952380952381	0.42857142857142855
bluejay	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
boat	0.5909090909090909	0.5454545454545454	0.16666666666666666	0.7446808510638298	0.7021276595744681	0.2127659574468085	0.75	0.75	0.6666666666666666	0.8	0.8	0.8	0.7777777777777778	0.7777777777777778	0.7777777777777778	0.5909090909090909	0.5454545454545454	0.16666666666666666
bolts	0.4315068493150685	0.0410958904109589	0.0136986301369863	0.6588235294117647	0.047058823529411764	0.011764705882352941	0.6585365853658537	0.04878048780487805	0.012195121951219513	1.0	0.5	0.5	1.0	0.16666666666666666	0.041666666666666664	0.4315068493150685	0.0410958904109589	0.0136986301369863
bomb	0.3333333333333333	0.18181818181818182	0.015151515151515152	0.8333333333333334	0.6111111111111112	0.05555555555555555	0.9285714285714286	0.6428571428571429	0.07142857142857142	1.0	0.5	0.25	1.0	0.6923076923076923	0.07692307692307693	0.3333333333333333	0.18181818181818182	0.015151515151515152
book	0.5	0.5	0.5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.5	0.5	0.5	0.08333333333333333	0.08333333333333333	0.08333333333333333
bookcase	0.0821917808219178	0.06164383561643835	0.0	0.03529411764705882	0.03529411764705882	0.0	0.036585365853658534	0.036585365853658534	0.0	0.16666666666666666	0.16666666666666666	0.0	0.05555555555555555	0.05555555555555555	0.0	0.0821917808219178	0.06164383561643835	0.0
boots	0.3287671232876712	0.11643835616438356	0.02054794520547945	0.2	0.05	0.03333333333333333	0.20754716981132076	0.05660377358490566	0.03773584905660377	0.19230769230769232	0.038461538461538464	0.038461538461538464	0.14705882352941177	0.029411764705882353	0.029411764705882353	0.3287671232876712	0.11643835616438356	0.02054794520547945
bottle	0.1095890410958904	0.06164383561643835	0.0	0.17647058823529413	0.10588235294117647	0.0	0.18292682926829268	0.10975609756097561	0.0	0.8	0.4	0.0	0.3333333333333333	0.2222222222222222	0.0	0.1095890410958904	0.06164383561643835	0.0
bouquet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
bowl	0.4782608695652174	0.30434782608695654	0.13043478260869565	0.6	0.4	0.4	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.4782608695652174	0.30434782608695654	0.13043478260869565
box	0.391304347826087	0.13043478260869565	0.08695652173913043	0.35294117647058826	0.11764705882352941	0.11764705882352941	0.4	0.13333333333333333	0.13333333333333333	n/a	n/a	n/a	0.5	0.0	0.0	0.391304347826087	0.13043478260869565	0.08695652173913043
bra	0.2671232876712329	0.2191780821917808	0.17123287671232876	0.5	0.5	0.38333333333333336	0.5660377358490566	0.5660377358490566	0.4339622641509434	1.0	1.0	1.0	0.8529411764705882	0.8529411764705882	0.6764705882352942	0.2671232876712329	0.2191780821917808	0.17123287671232876
bracelet	0.02054794520547945	0.02054794520547945	0.0	0.05	0.05	0.0	0.05660377358490566	0.05660377358490566	0.0	1.0	1.0	0.0	0.75	0.75	0.0	0.02054794520547945	0.02054794520547945	0.0
bread	0.04819277108433735	0.024096385542168676	0.0	0.04938271604938271	0.024691358024691357	0.0	0.05405405405405406	0.02702702702702703	0.0	0.12903225806451613	0.06451612903225806	0.0	0.05405405405405406	0.02702702702702703	0.0	0.047619047619047616	0.023809523809523808	0.0
brick	0.047619047619047616	0.0	0.0	0.16666666666666666	0.0	0.0	0.3333333333333333	0.0	0.0	0.16666666666666666	0.0	0.0	0.08	0.0	0.0	0.07407407407407407	0.0	0.0
bridge	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.5	0.5	0.5	n/a	n/a	n/a	0.5	0.5	0.5	0.08	0.08	0.04	0.07407407407407407	0.07407407407407407	0.037037037037037035
broccoli	0.7108433734939759	0.6987951807228916	0.26506024096385544	0.7160493827160493	0.7037037037037037	0.2716049382716049	0.7027027027027027	0.6891891891891891	0.2972972972972973	0.8387096774193549	0.8387096774193549	0.5483870967741935	0.7027027027027027	0.6891891891891891	0.2972972972972973	0.7142857142857143	0.7023809523809523	0.2619047619047619
broom	0.23972602739726026	0.0	0.0	0.4117647058823529	0.0	0.0	0.4268292682926829	0.0	0.0	1.0	0.0	0.0	0.7083333333333334	0.0	0.0	0.23972602739726026	0.0	0.0
brush	0.4178082191780822	0.02054794520547945	0.00684931506849315	0.6470588235294118	0.03529411764705882	0.011764705882352941	0.6463414634146342	0.036585365853658534	0.012195121951219513	n/a	n/a	n/a	0.8888888888888888	0.2222222222222222	0.1111111111111111	0.4178082191780822	0.02054794520547945	0.00684931506849315
bucket	0.1095890410958904	0.06164383561643835	0.0	0.17647058823529413	0.10588235294117647	0.0	0.18292682926829268	0.10975609756097561	0.0	0.8	0.4	0.0	0.3333333333333333	0.2222222222222222	0.0	0.1095890410958904	0.06164383561643835	0.0
buckle	0.2465753424657534	0.02054794520547945	0.0136986301369863	0.08333333333333333	0.016666666666666666	0.0	0.07547169811320754	0.018867924528301886	0.0	n/a	n/a	n/a	0.0	0.0	0.0	0.2465753424657534	0.02054794520547945	0.0136986301369863
budgie	0.9813084112149533	0.8598130841121495	0.8598130841121495	0.8333333333333334	0.75	0.75	0.8333333333333334	0.6666666666666666	0.6666666666666666	n/a	n/a	n/a	1.0	1.0	1.0	0.9814814814814815	0.8611111111111112	0.8611111111111112
buffalo	0.08695652173913043	0.043478260869565216	0.043478260869565216	0.0	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.08695652173913043	0.043478260869565216	0.043478260869565216
buggy	0.5757575757575758	0.5303030303030303	0.30303030303030304	0.723404255319149	0.6808510638297872	0.425531914893617	0.7352941176470589	0.6764705882352942	0.5882352941176471	0.6	0.6	0.4	0.5714285714285714	0.5	0.2857142857142857	0.5757575757575758	0.5303030303030303	0.30303030303030304
building	0.42857142857142855	0.0	0.0	0.42857142857142855	0.0	0.0	0.5454545454545454	0.0	0.0	0.5454545454545454	0.0	0.0	0.36	0.0	0.0	0.37037037037037035	0.0	0.0
bull	0.9813084112149533	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.875	0.875	1.0	1.0	1.0	1.0	0.875	0.875	0.9814814814814815	0.8611111111111112	0.8611111111111112
bullet	0.7878787878787878	0.19696969696969696	0.13636363636363635	0.7777777777777778	0.5555555555555556	0.4444444444444444	0.8571428571428571	0.5714285714285714	0.5	1.0	0.8571428571428571	0.8571428571428571	0.9230769230769231	0.6153846153846154	0.5384615384615384	0.7878787878787878	0.19696969696969696	0.13636363636363635
bungalow	0.47619047619047616	0.09523809523809523	0.09523809523809523	0.5	0.14285714285714285	0.14285714285714285	0.6363636363636364	0.18181818181818182	0.18181818181818182	0.6363636363636364	0.18181818181818182	0.18181818181818182	0.4	0.08	0.08	0.4074074074074074	0.07407407407407407	0.07407407407407407
bureau	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	0.0
bus	0.803030303030303	0.5606060606060606	0.30303030303030304	0.8085106382978723	0.7021276595744681	0.425531914893617	0.8235294117647058	0.7058823529411765	0.5882352941176471	0.9375	0.9375	0.875	0.8947368421052632	0.8421052631578947	0.7894736842105263	0.803030303030303	0.5606060606060606	0.30303030303030304
butterfly	0.9813084112149533	0.11214953271028037	0.09345794392523364	1.0	0.11702127659574468	0.09574468085106383	1.0	0.09375	0.0625	1.0	0.5	0.5	1.0	0.09375	0.0625	0.9814814814814815	0.1111111111111111	0.09259259259259259
buzzard	0.9813084112149533	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.8620689655172413	0.8620689655172413	1.0	1.0	1.0	1.0	0.8181818181818182	0.8181818181818182	0.9814814814814815	0.8611111111111112	0.8611111111111112
cabbage	0.7228915662650602	0.7108433734939759	0.26506024096385544	0.7283950617283951	0.7160493827160493	0.2716049382716049	0.7162162162162162	0.7027027027027027	0.2972972972972973	0.8709677419354839	0.8709677419354839	0.5483870967741935	0.7162162162162162	0.7027027027027027	0.2972972972972973	0.7261904761904762	0.7142857142857143	0.2619047619047619
cabin	0.015151515151515152	0.015151515151515152	0.015151515151515152	0.02127659574468085	0.02127659574468085	0.02127659574468085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015151515151515152	0.015151515151515152	0.015151515151515152
cabinet	0.0	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	0.0
cage	0.34782608695652173	0.30434782608695654	0.08695652173913043	0.35294117647058826	0.29411764705882354	0.11764705882352941	0.4	0.3333333333333333	0.13333333333333333	n/a	n/a	n/a	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.34782608695652173	0.30434782608695654	0.08695652173913043
cake	0.012048192771084338	0.0	0.0	0.012345679012345678	0.0	0.0	0.013513513513513514	0.0	0.0	0.03225806451612903	0.0	0.0	0.013513513513513514	0.0	0.0	0.011904761904761904	0.0	0.0
calf	0.08695652173913043	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	0.0	0.0	0.08695652173913043	0.0	0.0
camel	0.02054794520547945	0.0136986301369863	0.0136986301369863	0.03333333333333333	0.016666666666666666	0.016666666666666666	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.02054794520547945	0.0136986301369863	0.0136986301369863
camisole	0.2671232876712329	0.2191780821917808	0.17123287671232876	0.5	0.5	0.38333333333333336	0.5660377358490566	0.5660377358490566	0.4339622641509434	1.0	1.0	1.0	0.8529411764705882	0.8529411764705882	0.6764705882352942	0.2671232876712329	0.2191780821917808	0.17123287671232876
canary	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.5	0.5	0.5	0.75	0.75	0.75
candle	0.2465753424657534	0.0136986301369863	0.0136986301369863	0.35294117647058826	0.023529411764705882	0.023529411764705882	0.34146341463414637	0.024390243902439025	0.024390243902439025	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.2465753424657534	0.0136986301369863	0.0136986301369863
cannon	0.3333333333333333	0.19696969696969696	0.13636363636363635	0.8333333333333334	0.6666666666666666	0.5	0.9285714285714286	0.7142857142857143	0.5714285714285714	1.0	0.8571428571428571	0.8571428571428571	1.0	0.7692307692307693	0.6153846153846154	0.3333333333333333	0.19696969696969696	0.13636363636363635
canoe	0.5606060606060606	0.5303030303030303	0.16666666666666666	0.7021276595744681	0.6808510638297872	0.2127659574468085	0.7058823529411765	0.6764705882352942	0.029411764705882353	0.5	0.5	0.0	0.5	0.5	0.0	0.5606060606060606	0.5303030303030303	0.16666666666666666
cantaloupe	0.7349397590361446	0.7349397590361446	0.42168674698795183	0.7407407407407407	0.7407407407407407	0.41975308641975306	0.7297297297297297	0.7297297297297297	0.44594594594594594	1.0	1.0	1.0	0.7297297297297297	0.7297297297297297	0.44594594594594594	0.7380952380952381	0.7380952380952381	0.42857142857142855
cape	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
car	0.5909090909090909	0.5454545454545454	0.3181818181818182	0.7446808510638298	0.7021276595744681	0.44680851063829785	0.7352941176470589	0.6764705882352942	0.5882352941176471	0.9375	0.875	0.875	0.8421052631578947	0.7894736842105263	0.7894736842105263	0.5909090909090909	0.5454545454545454	0.3181818181818182
caribou	0.9813084112149533	0.8598130841121495	0.8598130841121495	1.0	0.8723404255319149	0.8723404255319149	1.0	0.875	0.875	1.0	1.0	1.0	1.0	0.875	0.875	0.9814814814814815	0.8611111111111112	0.8611111111111112
carpet	0.08904109589041095	0.0	0.0	0.15	0.0	0.0	0.16981132075471697	0.0	0.0	1.0	0.0	0.0	0.9	0.0	0.0	0.08904109589041095	0.0	0.0
carrot	0.7469879518072289	0.6987951807228916	0.26506024096385544	0.7530864197530864	0.7037037037037037	0.2716049382716049	0.7432432432432432	0.6891891891891891	0.2972972972972973	0.8387096774193549	0.8387096774193549	0.5483870967741935	0.7432432432432432	0.6891891891891891	0.2972972972972973	0.75	0.7023809523809523	0.2619047619047619
cart	0.5757575757575758	0.5303030303030303	0.30303030303030304	0.723404255319149	0.6808510638297872	0.425531914893617	0.7352941176470589	0.6764705882352942	0.5882352941176471	0.6	0.6	0.4	0.5714285714285714	0.5	0.2857142857142857	0.5757575757575758	0.5303030303030303	0.30303030303030304
cat	0.9906542056074766	0.8691588785046729	0.8598130841121495	1.0	0.8829787234042553	0.8723404255319149	1.0	0.890625	0.875	1.0	1.0	0.9090909090909091	1.0	0.890625	0.875	0.9907407407407407	0.8703703703703703	0.8611111111111112
catapult	0.3181818181818182	0.16666666666666666	0.0	0.7777777777777778	0.5555555555555556	0.0	0.6666666666666666	0.3333333333333333	0.0	n/a	n/a	n/a	0.6666666666666666	0.3333333333333333	0.0	0.3181818181818182	0.16666666666666666	0.0
caterpillar	0.5	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.5	0.0	0.0
catfish	0.1566265060240964	0.08433734939759036	0.08433734939759036	0.16049382716049382	0.08641975308641975	0.08641975308641975	0.17567567567567569	0.0945945945945946	0.0945945945945946	0.8571428571428571	0.42857142857142855	0.42857142857142855	0.17567567567567569	0.0945945945945946	0.0945945945945946	0.15476190476190477	0.08333333333333333	0.08333333333333333
cathedral	0.42857142857142855	0.09523809523809523	0.047619047619047616	0.3333333333333333	0.3333333333333333	0.16666666666666666	1.0	1.0	0.5	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.36	0.08	0.04	0.37037037037037035	0.07407407407407407	0.037037037037037035
cauliflower	0.7108433734939759	0.6987951807228916	0.26506024096385544	0.7160493827160493	0.7037037037037037	0.2716049382716049	0.7027027027027027	0.6891891891891891	0.2972972972972973	0.8387096774193549	0.8387096774193549	0.5483870967741935	0.7027027027027027	0.6891891891891891	0.2972972972972973	0.7142857142857143	0.7023809523809523	0.2619047619047619
