has_types	0.02824
	0.23011	urchins
	0.22997	fishery
	0.22929	oceanographer
	0.22465	crabs
	0.22404	aquaculture
	0.21943	phytoplankton
	0.21918	shrimps
	0.21810	submersibles
	0.21576	turbot
	0.21378	atolls
	0.21302	shrimping
	0.21161	oceanography
	0.21124	seabed
	0.21049	submarines
	0.20658	albacore
	0.20654	trawlers
	0.20558	crabmeat
	0.20493	estuaries
	0.20426	lobsters
	0.20375	toothfish
	0.20342	littoral
	0.20331	haddock
	0.20017	shrimpers
	0.19987	bottlenose
	0.19808	trawl
	0.19774	barnacles
has_a_long_neck	0.35088
	0.32890	ostriches
	0.27317	gazelles
	0.26690	ostrich
	0.26525	antelopes
	0.25321	llamas
	0.24470	zebras
	0.24467	herds
	0.23589	flamingos
	0.23554	giraffes
	0.23077	antelope
	0.22316	swans
	0.22188	storks
	0.22176	bighorn
	0.21595	wintering
	0.21515	egrets
	0.21210	emu
	0.20981	llama
	0.20930	spoonbills
	0.20925	ibis
	0.20519	scrapie
	0.20432	cheetahs
	0.20347	tortoises
	0.20339	migratory
	0.20118	flamingo
	0.20099	millones
	0.19908	spongiform
	0.19720	lamas
	0.19660	geese
	0.19542	gazelle
	0.19527	pelicans
	0.19474	ahora
	0.19439	hippos
	0.19151	camels
	0.19021	herders
	0.18989	rhinos
	0.18978	heron
	0.18819	pueden
	0.18816	peacocks
	0.18700	condors
	0.18679	flightless
	0.18570	empresa
	0.18328	al-Sharif
	0.18227	tortoise
	0.18209	flocks
	0.18187	bison
	0.18163	giraffe
	0.17866	goose
	0.17787	hacia
	0.17644	desde
	0.17562	menos
is_short	0.35165
	0.28674	ankle
	0.28408	knit
	0.27200	skirt
	0.26157	cardigan
	0.26053	cuff
	0.26045	sweater
	0.25898	hem
	0.25812	waist
	0.25562	dress
	0.25277	collar
	0.25216	toe
	0.24842	blouse
	0.24209	lace
	0.24012	cropped
	0.24002	cuffs
	0.23750	shoulders
	0.23632	knee
	0.23591	neckline
	0.23496	sleeves
	0.23445	heels
	0.23143	trousers
	0.23032	leggings
	0.22867	jacket
	0.22499	waistband
	0.22373	knitted
	0.22032	heel
	0.21758	worn
	0.21647	sleeveless
	0.21298	tunic
	0.21263	jeans
	0.21183	pants
	0.21170	hemline
	0.21085	ankles
	0.21061	flattering
	0.20838	coat
	0.20834	hair
	0.20757	wear
	0.20636	socks
	0.20417	skirts
	0.20412	scarf
	0.20327	hairstyles
	0.20211	stitches
	0.20142	hairstyle
	0.20079	wearing
	0.19876	turtleneck
	0.19752	cuffed
	0.19720	fabric
	0.19699	shorts
	0.19591	lining
	0.19480	braids
made_of_linen	0.35294
	0.31079	blouse
	0.29645	shawl
	0.29476	blouses
	0.28102	cardigan
	0.27411	knit
	0.26853	untucked
	0.26775	scarf
	0.26766	sleeveless
	0.26405	tunic
	0.26298	trousers
	0.25423	shawls
	0.24819	shirt
	0.24506	hem
	0.24470	sweater
	0.24347	skirt
	0.24312	waistband
	0.24196	pullover
	0.24027	slacks
	0.24003	hemline
	0.23930	hems
	0.23907	neckline
	0.23874	scarves
	0.23701	pleats
	0.23661	chiffon
	0.23520	pleated
	0.23424	turtleneck
	0.23277	hemmed
	0.23065	ruffle
	0.22987	tunics
	0.22718	lapels
	0.22704	pant
	0.22680	sleeved
	0.22645	cardigans
	0.22345	rayon
	0.22014	necktie
	0.21927	knitted
	0.21865	sleeves
	0.21818	knitwear
	0.21724	sarong
	0.21699	plaid
	0.21631	handkerchiefs
	0.21622	leggings
	0.21474	shirts
	0.21407	embroidered
	0.21145	chinos
	0.21019	ruffles
	0.20974	pantsuits
	0.20890	knits
	0.20750	napkins
	0.20649	sweaters
made_of_nylon	0.35294
	0.28141	pantyhose
	0.26620	spandex
	0.26568	tights
	0.26291	stockings
	0.25813	fishnet
	0.24647	skimpy
	0.24517	skirt
	0.24469	swimsuit
	0.24066	lingerie
	0.23213	skirts
	0.22213	bikinis
	0.22105	leggings
	0.21903	miniskirt
	0.21572	swimwear
	0.21093	swimsuits
	0.21073	miniskirts
	0.20923	tented
	0.20830	outfits
	0.20693	skintight
	0.20383	tents
	0.20155	cape
	0.20086	panty
	0.19866	panties
	0.19660	bustier
	0.19513	bikini
	0.18941	corset
	0.18795	briefs
	0.18555	tent
	0.18536	blouses
	0.18276	blouse
	0.18098	hosiery
	0.17767	dress
	0.17737	shorts
	0.17651	dresses
	0.17241	suspenders
	0.17066	bodysuit
	0.16949	galleries
	0.16788	sleeveless
	0.16778	capes
	0.16747	sexy
	0.16721	leotard
	0.16467	thong
	0.16422	bras
	0.16255	halter
	0.16214	strapless
	0.16165	frocks
	0.16031	threesomes
	0.15982	corsets
	0.15929	al-Bared
	0.15474	hottest
has_a_strong_flavour	0.35443
	0.32603	vermouth
	0.30360	liqueurs
	0.30075	paprika
	0.28857	sherry
	0.28751	anchovies
	0.28436	anchovy
	0.28052	pecorino
	0.27755	capers
	0.27695	vinegars
	0.27002	olives
	0.26316	oregano
	0.26076	shallots
	0.25865	minced
	0.25712	distilleries
	0.25618	cheeses
	0.25616	parsley
	0.25450	marjoram
	0.24794	chives
	0.24787	brewed
	0.24755	dill
	0.24713	balsamic
	0.24676	liqueur
	0.24547	porcini
	0.24501	peppercorns
	0.24328	shallot
	0.24288	bodegas
	0.24153	tarragon
	0.24144	cumin
	0.24030	chervil
	0.23951	whisky
	0.23893	bouillon
	0.23885	bitters
	0.23846	distillery
	0.23047	horseradish
	0.23033	cilantro
	0.22804	onions
	0.22801	aperitif
	0.22800	tablespoons
	0.22647	tastings
	0.22580	scallions
	0.22545	feta
	0.22407	distilled
	0.22335	chilies
	0.22282	miso
	0.22282	shiitake
	0.22070	aioli
	0.21970	tablespoon
	0.21771	thyme
	0.21748	mozzarella
	0.21628	mushrooms
is_clever_intelligent	0.35443
	0.32101	bestiality
	0.26116	nonhuman
	0.25988	chimpanzee
	0.25010	macaque
	0.24905	apes
	0.24575	chimp
	0.23625	primate
	0.23367	uncensored
	0.22940	animals
	0.22891	rhesus
	0.22622	incest
	0.22422	bovine
	0.22019	primates
	0.21389	chimps
	0.20911	animal
	0.20814	anthropomorphic
	0.20709	orangutan
	0.20556	slut
	0.20356	mythology
	0.20263	xxx
	0.20182	orgy
	0.19892	chimpanzees
	0.19885	human
	0.19808	monkeys
	0.19721	censored
	0.19624	mammal
	0.19570	gorillas
	0.19528	porn
	0.19341	mammals
	0.19218	monkey
	0.19173	zoo
	0.19009	cartoons
	0.18992	titans
	0.18835	nudity
	0.18786	elephants
	0.18763	gorilla
	0.18697	baboon
	0.18632	spongiform
	0.18590	humans
	0.18560	pig
	0.18448	sex
	0.18389	neuroscience
	0.18303	pedophilia
	0.18268	bareback
	0.18228	hairy
	0.18194	publishes
	0.18181	avatars
	0.18026	whore
	0.18024	mythological
	0.17954	pigs
has_flavours	0.35556
	0.32072	biscuits
	0.31020	desserts
	0.29086	scones
	0.28304	puddings
	0.27116	croissants
	0.26712	pastries
	0.26126	soups
	0.25470	muffins
	0.25093	cookies
	0.25048	yoghurt
	0.25025	teas
	0.24364	dessert
	0.23932	brownies
	0.23818	waffles
	0.23805	yogurt
	0.23552	flavored
	0.23517	fudge
	0.23402	delicious
	0.23368	chocolate
	0.23109	confectionery
	0.22965	shortbread
	0.22960	pudding
	0.22627	granola
	0.22555	sandwiches
	0.22389	yummy
	0.22243	jam
	0.22147	cheeses
	0.22131	milkshakes
	0.22005	cheesecake
	0.21879	smoothies
	0.21818	bagels
	0.21744	coffees
	0.21482	sweets
	0.21434	pancakes
	0.21301	confections
	0.21122	porridge
	0.21076	flavors
	0.20998	chocolates
	0.20941	gelato
	0.20775	breads
	0.20747	sauces
	0.20746	biscuit
	0.20462	ganache
	0.20302	pies
	0.20193	snacks
	0.20181	cheese
	0.20087	cakes
	0.20062	biscotti
	0.20027	curd
	0.19945	crisps
is_found_in_on_a_pond	0.35556
	0.24428	frogs
	0.24076	tadpoles
	0.23875	ducks
	0.23504	dragonflies
	0.23140	waterfowl
	0.21244	ducklings
	0.20722	swans
	0.20628	amphibians
	0.20422	geese
	0.20122	heron
	0.19750	toad
	0.19692	frog
	0.19518	ponds
	0.18804	salamanders
	0.18053	amphibian
	0.18013	pond
	0.17735	goose
	0.17651	egrets
	0.17587	toads
	0.17343	lily
	0.17303	daffy
	0.17062	herons
	0.16844	goldfish
	0.16642	wintering
	0.16433	wetland
	0.16308	duck
	0.16028	duckling
	0.15628	broods
	0.15356	carp
	0.15103	ibis
	0.14882	koi
	0.14476	songbirds
	0.14372	lilies
	0.14045	washingtonpost.com
	0.13884	salamander
	0.13359	loons
	0.13182	migratory
	0.13144	migrating
	0.13065	refuges
	0.13035	speakership
	0.13034	sur
	0.12914	storks
	0.12808	pheasants
	0.12756	waders
	0.12696	iVillage
	0.12603	snakeheads
	0.12455	hatcheries
	0.12332	wicketless
	0.12276	wetlands
	0.12262	renominate
does_jump	0.35714
	0.23854	euthanized
	0.23578	equine
	0.23454	animals
	0.22925	yearling
	0.22613	dogs
	0.22473	rabbits
	0.22273	gelding
	0.20693	kangaroo
	0.20453	breeds
	0.20350	mammal
	0.20099	animal
	0.19878	primates
	0.19868	bred
	0.19866	sired
	0.19560	dog
	0.19551	skateboarding
	0.19415	rabies
	0.19404	canine
	0.19390	cats
	0.18900	horse
	0.18704	puppy
	0.18676	hare
	0.18649	amphibians
	0.18631	squirrel
	0.18413	sire
	0.18273	pets
	0.18254	filly
	0.18217	rats
	0.18180	mammals
	0.18160	horses
	0.18016	cricket
	0.17902	rabbit
	0.17784	thoroughbred
	0.17749	veterinarians
	0.17698	rodent
	0.17663	guinea
	0.17619	primate
	0.17590	amputees
	0.17488	immunized
	0.17447	bluefin
	0.17409	ferrets
	0.17403	breeders
	0.17377	deer
	0.17365	rat
	0.17361	breed
	0.17357	puppies
	0.17187	bull
	0.17143	reptiles
	0.17079	frogs
	0.17017	encephalitis
is_a_vessel	0.35714
	0.25525	mug
	0.24981	sink
	0.23723	jug
	0.23259	submarine
	0.23204	cup
	0.22488	sinks
	0.22192	stoneware
	0.21454	torpedoed
	0.20552	plumbed
	0.20260	quarter-finals
	0.20215	pint
	0.20142	quarter-final
	0.19420	iShares
	0.19305	litre
	0.19089	vessel
	0.19044	liter
	0.19027	basins
	0.18872	sunk
	0.18767	spout
	0.18747	submarines
	0.18548	captained
	0.18264	brewed
	0.17751	quart
	0.17591	teapot
	0.17576	saucers
	0.17469	gallons
	0.17210	litres
	0.16761	cups
	0.16622	liters
	0.16605	brewing
	0.16551	earthenware
	0.16501	reactors
	0.16398	warship
	0.16233	brews
	0.16177	subsurface
	0.16136	mugs
	0.16050	saucer
	0.16030	quarterfinals
	0.15988	lidded
	0.15809	teapots
	0.15565	basin
	0.15539	scupper
	0.15316	percolated
	0.15295	pints
	0.15259	orbiters
	0.15259	dregs
	0.15227	quarterfinal
	0.15201	pitcher
	0.15009	decommissioned
	0.14992	semifinals
is_creepy	0.35714
	0.28701	cockroach
	0.28614	puppeteer
	0.27034	caterpillar
	0.26601	puppet
	0.26082	puppeteers
	0.24224	spiders
	0.23885	spider
	0.23073	iRobot
	0.21947	malevolent
	0.20879	animatronic
	0.20752	caterpillars
	0.20283	cockroaches
	0.20104	stooge
	0.19482	henchman
	0.19272	crawling
	0.18952	robots
	0.18881	puppets
	0.18861	crawlers
	0.18853	puppetry
	0.18740	marionette
	0.18582	humanoid
	0.18128	politburo
	0.18117	extraterrestrials
	0.17986	paralyzes
	0.17639	leaderless
	0.17557	tarantula
	0.17509	overlords
	0.17492	superstate
	0.17159	bedbug
	0.17067	minions
	0.16995	villainous
	0.16974	grata
	0.16886	exterminator
	0.16764	overlord
	0.16506	infestation
	0.16503	spoofed
	0.16418	al-Ani
	0.16326	ventriloquist
	0.16283	archenemy
	0.16173	al-Hakim
	0.16090	paralyze
	0.16073	entities
	0.15993	totalitarian
	0.15946	extraterrestrial
	0.15917	paralyse
	0.15901	spymaster
	0.15876	collaborationist
	0.15873	bots
	0.15862	roaches
	0.15721	statelet
is_worn_by_men_and_women	0.35714
	0.35443	cardigans
	0.32366	trousers
	0.31695	sweaters
	0.31002	pullovers
	0.30888	turtlenecks
	0.30666	chinos
	0.30312	overcoats
	0.30307	tunics
	0.29969	pantsuits
	0.29874	knitwear
	0.29848	blouses
	0.29372	pyjamas
	0.29147	cloaks
	0.28977	slacks
	0.28968	undershirt
	0.28889	sweatpants
	0.28885	cardigan
	0.28748	turtleneck
	0.28214	untucked
	0.28191	jeans
	0.28133	bluejeans
	0.28117	khakis
	0.27219	leggings
	0.26398	unbuttoned
	0.25845	sleeveless
	0.25790	baggy
	0.25756	pullover
	0.25683	sweater
	0.25516	shirtsleeves
	0.24798	outerwear
	0.24305	sleeved
	0.24280	frumpy
	0.24102	rumpled
	0.24068	knits
	0.23945	jumpsuits
	0.23922	sweatshirts
	0.23611	blazers
	0.23461	cloak
	0.23299	suiting
	0.23064	tracksuit
	0.22906	garments
	0.22786	denim
	0.22517	tunic
	0.22343	pants
	0.22333	blouse
	0.21760	cashmere
	0.21737	undergarments
	0.21730	tweeds
	0.21610	windbreaker
	0.21536	woolen
is_tropical	0.35897
	0.30389	papayas
	0.29076	guava
	0.27095	papaya
	0.26872	mangoes
	0.26603	mango
	0.26178	pineapples
	0.23841	cacao
	0.22494	tropical
	0.22237	hibiscus
	0.22205	pineapple
	0.22063	melon
	0.21764	tropics
	0.21592	orchids
	0.20151	nectar
	0.19873	orchid
	0.19506	subtropical
	0.19281	watermelon
	0.19033	coconuts
	0.18912	pollinated
	0.18889	coconut
	0.18879	sugarcane
	0.18793	hummingbirds
	0.18623	bougainvillea
	0.18282	agave
	0.18258	cantaloupe
	0.18090	hummingbird
	0.17378	rainforests
	0.17224	taro
	0.16979	mid-1997
	0.16861	pina
	0.16558	pollinators
	0.16505	nectarines
	0.16486	plantations
	0.16387	watermelons
	0.16264	macadamia
	0.16208	islandwide
	0.15847	persimmons
	0.15842	pollination
	0.15417	pomegranate
	0.15350	seedless
	0.15326	jatropha
	0.15131	fruits
	0.14960	melons
	0.14895	grapefruit
	0.14772	pollinating
	0.14391	raspberries
	0.14358	cultivars
	0.14254	unsweetened
	0.14244	citrus
	0.14028	tamarind
is_sold_bought	0.35971
	0.31193	lactose
	0.29917	servings
	0.29241	unsweetened
	0.28826	yeast
	0.28760	sweeteners
	0.28279	raisins
	0.27644	citric
	0.27288	carbohydrates
	0.27231	applesauce
	0.27170	sugars
	0.27143	constipation
	0.26948	syrups
	0.26928	fructose
	0.26863	teaspoons
	0.26578	yogurt
	0.26433	sweetener
	0.26395	sweetened
	0.26315	tablespoons
	0.25690	almonds
	0.25666	heartburn
	0.25597	tablespoon
	0.25455	bloating
	0.25321	bran
	0.25300	syrup
	0.25264	teaspoon
	0.25221	nonfat
	0.25182	indigestion
	0.25072	flours
	0.24886	sugar
	0.24725	sodium
	0.24689	sour
	0.24525	carbs
	0.24514	cereals
	0.24510	carbonated
	0.24352	apricots
	0.24337	aspirin
	0.24311	tablets
	0.24304	preservatives
	0.24284	megapixels
	0.24279	juice
	0.24206	yoghurt
	0.24180	bagels
	0.23949	migraines
	0.23758	ibuprofen
	0.23754	breads
	0.23706	vitamins
	0.23696	laxatives
	0.23462	flaxseed
	0.23257	gluten
	0.23076	whey
has_a_face	0.36000
	0.25725	puppet
	0.24707	puppets
	0.22313	animated
	0.21681	dolls
	0.20429	watch
	0.20141	animatronic
	0.19984	hosts
	0.19903	upcoming
	0.19618	host
	0.19535	hosted
	0.19238	doll
	0.18789	scarecrow
	0.18787	watching
	0.18518	costumed
	0.18437	al-Adha
	0.18389	p.m.
	0.18202	festivities
	0.18045	nativity
	0.17576	schedule
	0.17549	rebroadcast
	0.17514	cartoons
	0.17486	raccoon
	0.17483	visits
	0.17439	episode
	0.17321	clock
	0.17316	pumpkins
	0.17195	hosting
	0.17193	parades
	0.17173	showings
	0.17038	countdown
	0.17034	visit
	0.16984	preview
	0.16951	televised
	0.16910	spooky
	0.16785	rerun
	0.16776	syndicated
	0.16745	vs.
	0.16664	scheduled
	0.16647	aired
	0.16646	premieres
	0.16640	viewers
	0.16627	episodes
	0.16544	ghoulish
	0.16528	previews
	0.16480	turkey
	0.16341	ventriloquist
	0.16312	scariest
	0.16166	watched
	0.16124	haunted
	0.16115	participate
has_a_tongue	0.36111
	0.22199	lizard
	0.20799	toad
	0.20621	reptiles
	0.20446	calf
	0.19485	footwear
	0.19261	reptile
	0.19201	rattlesnake
	0.19148	animals
	0.18521	lizards
	0.18414	shoes
	0.18235	iguana
	0.17938	giraffe
	0.17874	toads
	0.17852	horses
	0.17833	boots
	0.17739	adidas
	0.17367	trainers
	0.17178	amphibians
	0.16911	equine
	0.16819	undo
	0.16514	gait
	0.16155	zebras
	0.16120	sneakers
	0.15963	sneaker
	0.15886	foal
	0.15672	rattlesnakes
	0.15631	salamander
	0.15355	tramples
	0.15306	hoofed
	0.15161	ox
	0.15026	leopard
	0.14733	camel
	0.14698	tortoises
	0.14633	plantar
	0.14614	salamanders
	0.14459	frogs
	0.14433	breeds
	0.14400	toed
	0.14390	enfant
	0.14349	animal
	0.14290	racehorse
	0.14240	crocodile
	0.14231	cheetah
	0.14153	foals
	0.14144	timberland
	0.14128	horse
	0.14125	gelding
	0.14047	antelopes
	0.14033	euthanized
	0.14016	sandals
has_a_sharp_point	0.36364
	0.25461	bayonet
	0.24132	barbs
	0.23648	barb
	0.22949	harpoon
	0.21878	spear
	0.21756	screw
	0.21570	needle
	0.20835	parrying
	0.20298	inflicts
	0.19738	hook
	0.18929	sword
	0.18849	threaded
	0.18531	nailing
	0.18494	stab
	0.18015	hooks
	0.17984	inflicting
	0.17953	parried
	0.17947	fixation
	0.17902	catheters
	0.17809	screws
	0.17723	catheter
	0.17666	sutures
	0.17484	jabs
	0.17134	stent
	0.17062	uppercuts
	0.16398	nail
	0.16260	hypodermic
	0.16181	inflict
	0.16045	pierces
	0.15986	skewering
	0.15968	behead
	0.15959	jugular
	0.15959	bayonets
	0.15811	threading
	0.15624	engages
	0.15399	slay
	0.15328	needles
	0.15238	decapitate
	0.15209	defeated
	0.15097	severing
	0.14969	sharpened
	0.14934	swords
	0.14767	puncturing
	0.14761	counterattack
	0.14491	avenge
	0.14440	counterattacks
	0.14420	penetrators
	0.14405	piercing
	0.14305	anchoring
	0.14282	deflecting
is_found_in_on_cars	0.36364
	0.35462	steering
	0.32823	rearview
	0.32496	braking
	0.32326	brakes
	0.31409	transmission
	0.30986	airbag
	0.30957	brake
	0.30317	wheel
	0.29860	transmissions
	0.29347	keyless
	0.28546	tyre
	0.28504	locking
	0.28346	radial
	0.27826	tyres
	0.27790	airbags
	0.27777	axle
	0.27732	alloy
	0.27702	rear
	0.27690	mounting
	0.27644	differential
	0.27618	alignment
	0.27548	adjustment
	0.27280	mirrors
	0.27058	coupling
	0.26991	wiper
	0.26973	sensor
	0.26882	wheels
	0.26442	sensors
	0.26029	radio
	0.25977	sensing
	0.25631	tire
	0.25430	tires
	0.25292	rims
	0.25249	aftermarket
	0.25221	absorbers
	0.24654	transmitter
	0.24634	wipers
	0.24320	clamping
	0.24091	clamp
	0.24058	torque
	0.23818	dimming
	0.23811	suspension
	0.23730	assemblies
	0.23601	rotor
	0.23541	rotors
	0.23439	system
	0.23412	mirror
	0.23389	alloys
	0.23294	headrests
	0.23044	antenna
is_any_size	0.36957
	0.28042	surface
	0.26946	surfaces
	0.26098	lenses
	0.25951	lens
	0.25824	screws
	0.25460	shape
	0.25357	mm
	0.25131	compression
	0.24898	lid
	0.24854	mirror
	0.23671	frame
	0.23457	box
	0.23457	locking
	0.23438	diameter
	0.23382	cracks
	0.23271	polished
	0.22956	disk
	0.22810	sealed
	0.22639	alloy
	0.22452	molded
	0.22407	socket
	0.22379	thickness
	0.22322	rectangular
	0.22302	concave
	0.22241	glass
	0.21973	holes
	0.21926	dial
	0.21857	inside
	0.21854	frames
	0.21751	disc
	0.21557	aluminum
	0.21546	mesh
	0.21532	size
	0.21299	external
	0.21113	camera
	0.21105	dome
	0.21025	lids
	0.20998	feet
	0.20857	set
	0.20791	plate
	0.20764	angle
	0.20706	material
	0.20611	sealing
	0.20601	corners
	0.20539	curvature
	0.20497	mirrors
	0.20432	perforated
	0.20427	rear
	0.20406	slip
	0.20370	aluminium
does_need_cleaning	0.37037
	0.30057	bin
	0.29694	lavatory
	0.28227	toilets
	0.28224	lavatories
	0.25491	closets
	0.25152	sink
	0.24985	toilet
	0.24762	recorder
	0.24229	washroom
	0.24090	plumbed
	0.23500	voicemail
	0.22688	bathroom
	0.22638	workspace
	0.22269	cabinets
	0.21820	sinks
	0.21690	shelving
	0.21420	vanity
	0.21327	cupboards
	0.21167	bathrooms
	0.21110	cabinet
	0.21051	recorders
	0.20799	dishwashers
	0.20658	cubicle
	0.20575	urinals
	0.20523	workstations
	0.20401	faucets
	0.20284	workstation
	0.20139	decoders
	0.20061	desks
	0.19869	standalone
	0.19706	storage
	0.19650	files
	0.19380	partitioned
	0.19316	cubicles
	0.19308	disposals
	0.18885	iRobot
	0.18831	channels
	0.18787	disposal
	0.18636	pullout
	0.18625	bins
	0.18601	countertops
	0.18380	playback
	0.18226	installed
	0.18225	overflow
	0.18174	commode
	0.18029	al-Jazeera
	0.17932	drawers
	0.17913	cistern
	0.17896	closet
	0.17649	televisions
has_buckles	0.37037
	0.37801	handbags
	0.31012	shoes
	0.30442	sandals
	0.29859	sneakers
	0.28883	footwear
	0.28829	timepieces
	0.28608	belts
	0.28305	handbag
	0.28290	watches
	0.26513	satchel
	0.25516	loafers
	0.25364	knockoffs
	0.24575	sandal
	0.24453	adidas
	0.24374	watch
	0.24257	purses
	0.24048	belt
	0.23912	timepiece
	0.23815	strappy
	0.23385	wallets
	0.22402	dressy
	0.22348	sneaker
	0.22326	boots
	0.21315	heels
	0.20992	leather
	0.20809	wristwatches
	0.20589	trainers
	0.20027	heeled
	0.19900	suede
	0.19628	lastest
	0.19503	replica
	0.19501	mens
	0.19151	knockoff
	0.19014	fashionable
	0.18890	womens
	0.18450	snakeskin
	0.18391	totes
	0.18160	buckle
	0.18003	sunglasses
	0.17340	ladylike
	0.17206	briefcases
	0.16636	shoe
	0.16503	tote
	0.16495	strap
	0.16401	starring
	0.16167	flops
	0.16094	cruiserweight
	0.16049	fashion
	0.16022	gladiator
	0.15913	vs.
is_modern	0.37037
	0.34800	telephones
	0.33714	microwaves
	0.31581	telephone
	0.31173	microwave
	0.28998	refrigerators
	0.28914	fridges
	0.26754	clock
	0.26670	satellite
	0.26042	radios
	0.26019	readout
	0.25822	conditioning
	0.25790	alarm
	0.25737	dialing
	0.24963	telecommunication
	0.24836	telex
	0.24778	voicemail
	0.24445	programmable
	0.23986	microprocessor
	0.23815	switchover
	0.23814	fridge
	0.23715	facilities
	0.23699	refrigeration
	0.23693	communications
	0.23648	modem
	0.23640	aircrafts
	0.23612	standby
	0.23284	refrigerator
	0.23247	transmitter
	0.23212	satellites
	0.23110	radars
	0.23059	landlines
	0.22993	telecommunications
	0.22967	circuits
	0.22935	clocks
	0.22713	avionics
	0.22711	operational
	0.22594	switchboard
	0.22527	aeronautical
	0.22513	televisions
	0.22352	telephony
	0.22315	onboard
	0.22103	wakeup
	0.22038	landline
	0.21961	transponders
	0.21882	aircraft
	0.21762	airliners
	0.21760	frequencies
	0.21737	connectivity
	0.21599	frequency
	0.21408	broadband
is_ornate	0.37037
	0.29058	chandeliers
	0.28762	palatial
	0.27943	harpsichord
	0.27247	stately
	0.27193	throne
	0.26085	consort
	0.25543	opulent
	0.25348	acceded
	0.25154	opulence
	0.25031	rococo
	0.24827	chandelier
	0.23960	nobleman
	0.23798	frescos
	0.23667	dowager
	0.23647	d'Affaires
	0.23583	frescoes
	0.23084	armoire
	0.22938	courtly
	0.22918	carriage
	0.22890	abdicated
	0.22881	dresser
	0.22795	foyer
	0.22768	appointed
	0.22668	dressers
	0.22442	vaulted
	0.22281	reigned
	0.21939	grandeur
	0.21758	betrothed
	0.21613	patrician
	0.21588	carriages
	0.21375	staterooms
	0.21345	heir
	0.21340	ceilinged
	0.21210	ornately
	0.21203	ratifications
	0.21096	abdication
	0.21041	governess
	0.20990	gracious
	0.20930	deposed
	0.20914	princely
	0.20750	furnishings
	0.20656	organist
	0.20603	neoclassical
	0.20590	ballrooms
	0.20440	staircases
	0.20428	baroque
	0.20350	ornate
	0.20170	nave
	0.20145	stagings
	0.20115	aristocratic
made_of_butter	0.37037
	0.29931	ganache
	0.28756	brownies
	0.28422	brownie
	0.27384	frosting
	0.27018	cupcakes
	0.26464	cheesecake
	0.26378	toppings
	0.26289	cookies
	0.26214	fudge
	0.26207	biscuits
	0.26047	desserts
	0.25483	cakes
	0.25473	shortbread
	0.25345	croissants
	0.25073	chocolate
	0.24897	sandwich
	0.24685	semisweet
	0.24567	biscuit
	0.24378	croissant
	0.24263	sandwiches
	0.23986	confections
	0.23571	pastries
	0.23508	waffles
	0.23506	confectionery
	0.23396	cake
	0.23277	muffins
	0.22062	torte
	0.21964	confectioner
	0.21886	topping
	0.21626	confectionary
	0.21600	sundae
	0.21314	mayonnaise
	0.21277	milkshakes
	0.21080	biscotti
	0.20994	cookie
	0.20911	scones
	0.20849	dessert
	0.20791	bakery
	0.20647	pastry
	0.20591	brioche
	0.20550	bakeries
	0.20240	decadent
	0.20183	confection
	0.20091	muffin
	0.20071	chocolates
	0.19959	bagels
	0.19786	crust
	0.19784	icing
	0.19743	doughnuts
	0.19521	toasted
is_orange	0.37267
	0.24326	grapefruit
	0.23080	tangerine
	0.22189	zesty
	0.21677	citrus
	0.20842	apricot
	0.20154	seedless
	0.20096	spicy
	0.20082	tangerines
	0.19480	flavors
	0.18759	mandarins
	0.18711	guava
	0.18630	plum
	0.18558	liqueur
	0.18391	boozy
	0.17930	fruity
	0.17826	oranges
	0.17743	lemongrass
	0.17704	peach
	0.17582	aromas
	0.17464	prawns
	0.17410	raspberry
	0.17286	sangria
	0.17245	mandarin
	0.17244	menthol
	0.17149	tangy
	0.16924	shrimp
	0.16827	nectarines
	0.16762	currant
	0.16751	sorbet
	0.16717	mango
	0.16687	bodied
	0.16649	margaritas
	0.16648	orange
	0.16563	marmalade
	0.16525	fruitiness
	0.16506	jalapeno
	0.16506	chipotle
	0.16489	lager
	0.16404	martinis
	0.16284	oz
	0.16251	tabby
	0.16148	flavored
	0.16050	pear
	0.15893	lemony
	0.15852	appetizers
	0.15835	crayfish
	0.15771	candied
	0.15739	prawn
	0.15721	butterscotch
	0.15684	anise
has_vitamins	0.37333
	0.28446	grapefruit
	0.28367	apricots
	0.28252	tangerines
	0.27780	nectarines
	0.27682	blueberries
	0.27593	unpeeled
	0.27488	seedless
	0.26959	cilantro
	0.26615	zest
	0.26397	tangerine
	0.25991	slivered
	0.25809	lemon
	0.25405	avocados
	0.25384	julienned
	0.25281	cranberries
	0.25076	unsweetened
	0.24907	currants
	0.24898	cantaloupe
	0.24810	oranges
	0.24809	raspberries
	0.24649	papayas
	0.24371	scallions
	0.24114	papaya
	0.24103	feta
	0.23837	pomegranate
	0.23576	candied
	0.23431	walnuts
	0.23379	citrus
	0.23241	blackberries
	0.22636	raisins
	0.22515	lemons
	0.22512	arugula
	0.22498	allspice
	0.22402	spinach
	0.22374	guava
	0.22327	diced
	0.22128	tarragon
	0.22126	avocado
	0.21851	almonds
	0.21756	broccoli
	0.21697	pecans
	0.21666	zesty
	0.21551	coriander
	0.21437	strawberries
	0.21435	limes
	0.21307	lemony
	0.21298	apricot
	0.21095	pistachios
	0.21080	romaine
	0.21064	cardamom
has_a_strap_straps	0.37363
	0.34602	swimwear
	0.34291	swimsuits
	0.32384	swimsuit
	0.32112	straps
	0.29983	sporty
	0.29535	strapless
	0.28674	sleeveless
