has_types	0.02824
	0.14396	vestments
	0.14374	garment
	0.14342	shirts
	0.14312	dresses
	0.14209	untucked
	0.14071	apparel
	0.13985	pantsuits
	0.13839	lapels
	0.13770	donned
	0.13702	doffed
	0.13476	commencement
	0.13314	slacks
	0.13140	iRobot
	0.13001	vs.
	0.12983	pinstripe
	0.12955	filed
	0.12950	formal
	0.12946	concurrence
is_tall	0.61702
	0.29123	trestle
	0.28334	poplar
	0.28281	sycamore
	0.28014	footbridge
	0.26523	hardwoods
	0.25604	redwood
	0.24235	teak
	0.23692	acacia
	0.23461	reclaimed
	0.22918	oaks
	0.22548	ponderosa
	0.22395	willows
	0.21962	bookcase
	0.21877	conifers
	0.21842	overlooks
	0.21766	birch
	0.21655	pastures
	0.21644	sire
	0.21605	bookcases
	0.21452	softwood
	0.21389	cypress
	0.21216	elm
	0.21193	beech
	0.21081	stately
	0.21025	pavilions
	0.20919	grasses
	0.20878	timbers
	0.20857	oak
	0.20795	boughs
	0.20746	elms
	0.20732	herds
	0.20651	headboard
	0.20627	obelisk
	0.20564	knoll
	0.20550	pines
	0.20542	walkway
	0.20536	rattan
	0.20525	trellises
	0.20455	timber
	0.20351	eucalyptus
	0.20345	tallest
	0.20314	railings
	0.20174	windswept
	0.20043	promontory
	0.20038	ranches
	0.20020	cedars
	0.20009	al-Sharif
	0.19978	mesas
	0.19861	whitewashed
	0.19823	staircases
has_sugar	0.61818
	0.24424	coffees
	0.23695	ganache
	0.23145	doughnuts
	0.23137	scones
	0.21936	donuts
	0.21470	desserts
	0.20983	flavored
	0.20761	pastries
	0.20646	toffee
	0.20575	muffins
	0.20412	lattes
	0.20352	syrups
	0.20197	fudge
	0.20130	sweetened
	0.19938	unsweetened
	0.19691	biscuits
	0.19629	milkshakes
	0.19620	cupcakes
	0.19368	decaf
	0.19273	croissants
	0.19035	flavors
	0.18749	d'Affaires
	0.18727	shortbread
	0.18696	iced
	0.18572	chutney
	0.18552	biscotti
	0.18525	waffles
	0.18336	chai
	0.18300	condiments
	0.18273	teas
	0.18139	milkshake
	0.18111	refreshments
	0.18107	cookies
	0.17874	confections
	0.17712	raisin
	0.17660	confectionery
	0.17456	doughnut
	0.17338	bagels
	0.17215	brownies
	0.17214	cheesecake
	0.17177	islandwide
	0.17046	chocolate
	0.16959	chocolates
	0.16930	jam
	0.16868	lemonade
	0.16759	sundae
	0.16694	caramel
	0.16660	a.k.a
	0.16619	sours
	0.16475	torte
has_a_steering_wheel	0.62069
	0.31935	chauffeured
	0.31280	vehicles
	0.29641	sedans
	0.29483	limousines
	0.29123	limousine
	0.29077	dealership
	0.28433	limos
	0.28367	sedan
	0.27975	vehicle
	0.27866	minivan
	0.27784	minibuses
	0.27469	minibus
	0.27323	cars
	0.27098	limo
	0.26803	jeeps
	0.26549	ambulances
	0.26511	van
	0.25959	minivans
	0.25872	dealerships
	0.25857	chauffeur
	0.25580	autos
	0.25130	sportscar
	0.25038	sideswiped
	0.24973	car
	0.24735	trucks
	0.23616	truck
	0.23386	ambulance
	0.23187	motorcade
	0.22869	towing
	0.22515	convoy
	0.22198	chauffeurs
	0.21864	vans
	0.21585	automaker
	0.21496	skippered
	0.21459	impounded
	0.21303	speedboat
	0.21157	automobile
	0.20798	lorry
	0.20624	haulage
	0.20454	carjacked
	0.20424	xB
	0.20257	wrecker
	0.20210	automobiles
	0.20151	jeep
	0.20042	parked
	0.20002	distanced
	0.19938	airlifted
	0.19817	yacht
	0.19807	coupe
	0.19638	powertrain
is_sliced	0.62069
	0.18162	cheddar
	0.17507	feta
	0.16850	seconded
	0.16778	ham
	0.16492	grated
	0.16415	slices
	0.16165	mozzarella
	0.15804	und
	0.15767	bacon
	0.15396	minced
	0.15170	cheese
	0.15160	queso
	0.14980	julienned
	0.14864	jalapenos
	0.14851	onion
	0.14656	sec
	0.14637	pepperoni
	0.14557	sliced
	0.14334	diced
	0.14192	jalapeno
	0.14083	croutons
	0.13970	garnish
	0.13803	cheeses
	0.13568	prosciutto
	0.13487	d'Affaires
	0.13222	zest
	0.13222	lime
	0.13217	lemon
	0.13174	pita
	0.13071	sourdough
	0.13043	aioli
	0.13011	thinly
	0.12849	zesty
	0.12776	salami
	0.12705	dill
	0.12621	comments
	0.12586	bread
	0.12531	cucumber
	0.12512	v.
	0.12492	pastrami
	0.12467	hereby
	0.12182	crumbled
	0.12070	pickles
	0.12018	serrano
	0.11925	indemnify
	0.11869	p.
	0.11666	secs
	0.11599	focaccia
	0.11483	cilantro
	0.11140	pancetta
has_a_nose	0.62162
	0.24872	purebred
	0.23477	animals
	0.21515	euthanized
	0.21243	sired
	0.20328	animal
	0.18759	collie
	0.18365	gelding
	0.17957	nonhuman
	0.17557	bovine
	0.17234	hedgehog
	0.17179	slaughter
	0.17075	breeds
	0.17029	bestiality
	0.16578	hamster
	0.16467	yearling
	0.16448	anesthetized
	0.16187	pets
	0.16124	dogfighting
	0.16000	cloned
	0.15980	equine
	0.15967	adoption
	0.15962	horses
	0.15900	sire
	0.15824	mammal
	0.15714	rabbit
	0.15700	greyhound
	0.15694	foals
	0.15554	tigers
	0.15500	neutered
	0.15200	puppy
	0.15193	gestation
	0.15174	filly
	0.15127	herd
	0.15115	adoptions
	0.15099	dogs
	0.15040	feedlot
	0.14993	horse
	0.14952	lambs
	0.14950	domestication
	0.14917	foal
	0.14888	tamer
	0.14824	bulls
	0.14787	slaughterhouse
	0.14777	hippopotamus
	0.14717	thoroughbred
	0.14594	mammals
	0.14538	slaughterhouses
	0.14276	spooking
	0.14226	cows
	0.14151	wolves
has_seeds	0.62222
	0.19133	bbl/day
	0.18958	poppy
	0.17685	jatropha
	0.17668	al-Shahristani
	0.17521	ginkgo
	0.17490	extracts
	0.16919	rapeseed
	0.16866	cultivars
	0.16530	currant
	0.16486	marigold
	0.16288	poppies
	0.15970	jeou
	0.15910	verbena
	0.15810	poplar
	0.15767	datelined
	0.15504	colonias
	0.15287	buckwheat
	0.15257	blueberry
	0.15237	outpitched
	0.15122	punchless
	0.15051	undermanned
	0.14921	ruminations
	0.14830	d'Italia
	0.14770	dogwood
	0.14748	rootless
	0.14687	thistle
	0.14543	grata
	0.14463	sycamore
	0.14443	headlined
	0.14380	hibiscus
	0.14349	dandelion
	0.14252	ragweed
	0.14224	bougainvillea
	0.14198	sunflower
	0.14157	chrysanthemum
	0.14119	barrios
	0.14011	robusta
	0.13875	hydrangea
	0.13775	outselling
	0.13710	mulberry
	0.13695	flatlands
	0.13610	supergroup
	0.13561	plantain
	0.13344	magnolia
	0.13256	outdueled
	0.13223	blossoming
	0.13160	cacao
	0.13145	outpourings
	0.13132	maples
	0.13086	pomegranate
is_expensive	0.62312
	0.28872	commissioned
	0.28708	limousines
	0.27765	luxury
	0.27674	automobiles
	0.26446	opulent
	0.26172	yacht
	0.26104	vehicles
	0.26054	prestige
	0.25988	yachts
	0.25975	timepieces
	0.25824	expensive
	0.25625	affordable
	0.25600	flagship
	0.25504	onboard
	0.25474	pricey
	0.25473	prestigious
	0.25428	acclaimed
	0.25325	exceptional
	0.25154	refurbished
	0.25135	cruises
	0.24940	wines
	0.24924	priced
	0.24569	renowned
	0.24438	wedding
	0.24424	weddings
	0.24069	superb
	0.24023	stunning
	0.24003	cars
	0.23971	timepiece
	0.23948	fleet
	0.23559	cruise
	0.23423	premiere
	0.23420	limos
	0.23271	finest
	0.23164	limo
	0.23134	luxurious
	0.23067	estates
	0.23025	cinematography
	0.22933	residence
	0.22918	sophisticated
	0.22835	limousine
	0.22831	champagne
	0.22698	interiors
	0.22599	lavish
	0.22566	boats
	0.22540	pianos
	0.22496	automobile
	0.22469	production
	0.22298	extravagant
	0.22263	renting
is_a_chair	0.62500
	0.32719	armchair
	0.29557	reclined
	0.28008	throne
	0.27783	armrests
	0.27614	wheelchairs
	0.26441	wheelchair
	0.26139	reclining
	0.26079	abdicated
	0.25471	armchairs
	0.25061	abdicating
	0.24952	stool
	0.24935	recline
	0.24554	bedridden
	0.24252	enthroned
	0.24194	courtside
	0.23720	sickbed
	0.23669	stools
	0.23149	infirm
	0.22673	abdicate
	0.22555	chaise
	0.22484	recliner
	0.22204	acceded
	0.22167	deposed
	0.22154	usurpation
	0.21883	supine
	0.21845	kingmakers
	0.21725	commode
	0.21532	abdication
	0.21530	pretender
	0.21498	jure
	0.21407	reappointment
	0.21292	dethroned
	0.21283	usurping
	0.21025	appoints
	0.20998	governorship
	0.20700	chairmanship
	0.20655	quadriplegic
	0.20366	ringside
	0.20323	paraplegic
	0.20189	invalids
	0.20159	reappointed
	0.20042	officeholder
	0.20033	knighted
	0.20016	reconfirmed
	0.19946	convalescing
	0.19888	wingback
	0.19827	acquiescing
	0.19570	dethroning
	0.19543	renominated
	0.19493	legitimized
is_a_sea_animal	0.62500
	0.23937	lobsters
	0.23608	oceanographer
	0.23464	walruses
	0.22742	clams
	0.22067	squid
	0.21862	crabs
	0.21294	mollusks
	0.21056	strandings
	0.20589	sharks
	0.20567	octopus
	0.20364	jellyfish
	0.19449	crustaceans
	0.19057	bottlenose
	0.18932	whales
	0.18140	walrus
	0.17735	clam
	0.17586	lobster
	0.17366	lobstermen
	0.17202	washingtonpost.com
	0.17185	urchins
	0.16258	shark
	0.16146	orcas
	0.16087	paleontologist
	0.15986	mermaids
	0.15963	geophysicist
	0.15957	barnacles
	0.15699	crab
	0.15584	chowder
	0.15455	neuroscientist
	0.15077	bioethicist
	0.15029	orca
	0.14932	overfishing
	0.14923	shellfish
	0.14856	patacas
	0.14632	oysters
	0.14563	krill
	0.14483	oceanography
	0.14443	starfish
	0.14335	overfished
	0.14254	bbl/day
	0.14223	watermen
	0.14064	corals
	0.14040	cockles
	0.13890	penguins
	0.13888	criminologist
	0.13838	beluga
	0.13791	biologist
	0.13767	dolphins
	0.13707	volcanologist
	0.13495	astrophysicist
has_pips_seeds	0.62857
	0.21366	seedless
	0.20766	citrus
	0.20129	melon
	0.19406	watermelon
	0.18855	tangerine
	0.18599	grapefruit
	0.18374	cantaloupe
	0.18342	oranges
	0.17421	overripe
	0.16963	d'Affaires
	0.16829	ripe
	0.16407	lemons
	0.15958	pear
	0.15939	pineapple
	0.15735	tangerines
	0.15508	lime
	0.15492	watermelons
	0.15478	sherbet
	0.15312	strawberry
	0.15166	limes
	0.15112	citric
	0.15035	v.
	0.14935	peaches
	0.14887	flavors
	0.14877	fruitiness
	0.14841	guava
	0.14825	tart
	0.14817	fruits
	0.14601	strawberries
	0.14486	grape
	0.14485	papaya
	0.14318	zesty
	0.14294	fruit
	0.14253	apples
	0.14222	fruity
	0.14169	banana
	0.14128	tomatoes
	0.13994	sorbet
	0.13943	apple
	0.13875	peach
	0.13865	cucumbers
	0.13721	orange
	0.13582	grapes
	0.13542	papayas
	0.13510	lemon
	0.13473	vs.
	0.13354	nectarines
	0.13352	ripened
	0.13336	tangy
	0.13330	raspberry
is_thin	0.62903
	0.24268	braid
	0.24097	strips
	0.23853	coiled
	0.23592	twine
	0.23224	lash
	0.23040	stapled
	0.22519	thinnest
	0.21912	unrolled
	0.21867	unwound
	0.21855	plotter
	0.21691	jig
	0.21691	stylus
	0.21640	braiding
	0.21593	tendrils
	0.21165	wavy
	0.21161	sinker
	0.21069	rungs
	0.20858	crosswise
	0.20831	julienne
	0.20824	planing
	0.20790	tweezers
	0.20764	wisp
	0.20343	lengths
	0.20279	sheathing
	0.20171	braids
	0.20079	bristles
	0.19945	spool
	0.19916	overhand
	0.19914	perpendicular
	0.19799	forefinger
	0.19763	planks
	0.19714	nub
	0.19711	peeler
	0.19668	slitting
	0.19597	midwicket
	0.19467	thickest
	0.19452	wove
	0.19361	waxing
	0.19351	toothpicks
	0.19275	threading
	0.19114	scissors
	0.19094	filament
	0.18956	dovetails
	0.18956	reel
	0.18953	sawing
	0.18929	tying
	0.18816	bending
	0.18806	cq
	0.18729	floss
	0.18718	unwrap
does_eat_insects	0.62963
	0.23786	salamanders
	0.20014	tarantula
	0.19502	salamander
	0.18469	toad
	0.17760	woodpecker
	0.17588	amphibians
	0.17331	toads
	0.16895	sparrow
	0.16611	gecko
	0.16394	warbler
	0.16245	sekiwake
	0.16092	iguanas
	0.16006	recluse
	0.15944	dei
	0.15749	d'Affaires
	0.15712	iguana
	0.15601	howler
	0.15581	lizards
	0.15578	hedgehog
	0.15513	sparrows
	0.14829	empresas
	0.14697	desde
	0.14632	poohed
	0.14381	venomous
	0.14330	lemurs
	0.14320	hacia
	0.14215	ruminations
	0.14117	washingtonpost.com
	0.14105	loggerhead
	0.13889	lizard
	0.13659	delle
	0.13643	spider
	0.13583	grata
	0.13463	reprises
	0.13377	hooted
	0.12961	reunites
	0.12937	will.i.am
	0.12706	rattlesnakes
	0.12616	scorpion
	0.12364	woodpeckers
	0.12321	una
	0.12307	porcupine
	0.12299	throated
	0.12294	ringtones
	0.12246	sobre
	0.12237	komusubi
	0.12160	dove
	0.12124	scorpions
	0.12108	parte
	0.11944	el-Bared
does_live_in_trees	0.63158
	0.25193	sparrows
	0.24605	woodpeckers
	0.24512	warbler
	0.23715	songbirds
	0.22437	woodpecker
	0.21062	songbird
	0.20520	terns
	0.20448	owls
	0.20208	peregrine
	0.19183	sparrow
	0.19044	herons
	0.18393	ruminations
	0.18111	owl
	0.18045	egrets
	0.17975	raptors
	0.17767	eagles
	0.17460	heron
	0.17418	d'Affaires
	0.16914	nesting
	0.16906	loons
	0.16590	squirrels
	0.16455	throated
	0.16301	v.
	0.16292	gulls
	0.16180	birders
	0.16018	refuges
	0.15687	dove
	0.15468	loggerhead
	0.14624	eagle
	0.14593	cormorants
	0.14463	cheeked
	0.14401	birdies
	0.14381	condors
	0.13896	delisting
	0.13816	finches
	0.13635	squirrel
	0.13621	macaque
	0.13516	seabirds
	0.13466	wintering
	0.13315	pelicans
	0.13039	grouse
	0.12924	doves
	0.12690	ornithologist
	0.12596	flied
	0.12453	hawks
	0.12436	raccoons
	0.12317	reprises
	0.12317	warbling
	0.12307	swooped
	0.12232	leopards
has_an_exhaust	0.63158
	0.28276	autos
	0.27524	vehicles
	0.27376	motorbike
	0.27149	van
	0.26270	moped
	0.25274	cars
	0.25204	vehicle
	0.25042	motorcycles
	0.24745	motorbikes
	0.24559	motorcycle
	0.24475	car
	0.24185	motorcyclists
	0.23934	jeeps
	0.23123	dealerships
	0.23052	dealership
	0.23013	automobile
	0.22339	jeep
	0.21550	motorcyclist
	0.21523	motorists
	0.21444	mileage
	0.21422	lorry
	0.21382	minivan
	0.21291	sideswiped
	0.20844	minivans
	0.20241	motoring
	0.20042	motorist
	0.19877	automobiles
	0.19844	xB
	0.19566	repossessed
	0.19242	motorsport
	0.19009	auto
	0.18301	overturns
	0.18294	westbound
	0.17966	sedan
	0.17760	eds
	0.17600	kmh
	0.17509	underinsured
	0.17493	carjacked
	0.17382	kms
	0.17323	northbound
	0.17316	hatchback
	0.17190	impounded
	0.17021	km/h
	0.16991	mpg
	0.16907	zu
	0.16796	southbound
	0.16729	eastbound
	0.16712	swerved
	0.16703	writeoff
	0.16576	automaker
is_worn_on_upper_body	0.63158
	0.23306	pullover
	0.21505	cardigan
	0.21430	jacket
	0.21059	sweater
	0.20245	blouse
	0.20229	windbreaker
	0.20153	sleeveless
	0.19602	shirt
	0.19178	turtleneck
	0.18813	sweatshirt
	0.18620	blazer
	0.18334	hoodie
	0.18203	coat
	0.18202	swimsuit
	0.16275	adidas
	0.15780	untucked
	0.15259	swimwear
	0.14983	outerwear
	0.14948	tunic
	0.14653	sleeved
	0.14381	iShares
	0.13725	vs.
	0.13598	undershirt
	0.13502	overcoat
	0.13475	sleeve
	0.13465	congratulates
	0.13185	sweatshirts
	0.12914	sweaters
	0.12734	blouses
	0.12601	tee
	0.12601	shirts
	0.12550	unbuttoned
	0.12319	v.
	0.12117	menswear
	0.11889	breasted
	0.11358	alumna
	0.11204	neckline
	0.11127	polo
	0.11110	plaid
	0.10839	sportswear
	0.10720	coats
	0.10639	ruminations
	0.10575	shorts
	0.10570	knitwear
	0.10369	newsweekly
	0.10154	finalist
	0.10037	cardigans
	0.09988	swimsuits
	0.09957	p53
	0.09941	coverup
made_of_gold	0.63158
	0.35406	bracelet
	0.31665	pendant
	0.30657	pendants
	0.30230	earrings
	0.28460	necklace
	0.28454	bracelets
	0.27282	jewelry
	0.27278	necklaces
	0.27257	carat
	0.27075	timepiece
	0.26026	sterling
	0.25879	earring
	0.25551	chandelier
	0.25181	clasp
	0.24746	gemstone
	0.24537	watches
	0.24444	timepieces
	0.23950	dangle
	0.23820	wristwatches
	0.23612	carats
	0.23568	coin
	0.23038	gemstones
	0.23013	jewellery
	0.22833	watch
	0.22795	wristwatch
	0.22519	bangles
	0.21362	dangles
	0.20695	doorknob
	0.20569	doorknobs
	0.20419	coins
	0.19781	charms
	0.19592	brooches
	0.19187	faceted
	0.19164	watchmaker
	0.19113	diamonds
	0.18736	filigree
	0.18569	jeweler
	0.18357	jeweller
	0.18147	gold
	0.17867	sapphires
	0.17771	palladium
	0.17741	coinage
	0.17609	brooch
	0.17197	minting
	0.16805	chandeliers
	0.16538	escudos
	0.16462	silver
	0.16237	jewelers
	0.16210	jewels
	0.16207	tarnish
is_disgusting_taste_bad	0.63291
	0.26837	liqueurs
	0.26634	vermouth
	0.25461	shiitake
	0.24136	portobello
	0.23632	brewed
	0.22899	porcini
	0.22864	tastings
	0.22781	sherry
	0.22658	ruminations
	0.22122	bitters
	0.21258	aperitif
	0.20749	decaffeinated
	0.20718	liqueur
	0.20653	leeks
	0.20410	watercress
	0.20233	artichoke
	0.20212	chard
	0.20148	artichokes
	0.19985	shallots
	0.19956	choy
	0.19953	brews
	0.19659	kale
	0.19600	miso
	0.19568	teas
	0.19074	microbrewery
	0.18918	radicchio
	0.18914	drinkers
	0.18903	cognac
	0.18881	robusta
	0.18811	distilleries
	0.18698	vinegars
	0.18596	ales
	0.18471	cocktails
	0.18457	arugula
	0.18229	balsamic
	0.18132	shallot
	0.18088	collards
	0.17810	bbl/day
	0.17745	whisky
	0.17583	vintners
	0.17550	distillery
	0.17467	risotto
	0.17456	simmered
	0.17447	endive
	0.17407	varietals
	0.17372	sauteed
	0.17195	fava
	0.17195	cannabis
	0.17162	restaurateurs
	0.16953	leek
is_meat	0.63333
	0.27207	foie
	0.26844	hams
	0.26713	pork
	0.26557	venison
	0.26302	beef
	0.24521	veal
	0.24451	meats
	0.24274	poultry
	0.23541	barbecued
	0.23292	turkeys
	0.23031	tenderloin
	0.22177	offal
	0.22137	steaks
	0.21703	lamb
	0.21600	grilled
	0.21377	feedlots
	0.21193	mutton
	0.20338	slaughtered
	0.20331	roasts
	0.20097	mignon
	0.19811	slaughterhouses
	0.19700	quail
	0.19588	fattened
	0.19527	meat
	0.19386	burros
	0.19322	humanely
	0.19153	chickens
	0.19104	loin
	0.19080	seafood
	0.18965	carcasses
	0.18853	braised
	0.18743	ham
	0.18414	slaughterhouse
	0.18109	entrees
	0.18089	abattoir
	0.17833	elk
	0.17690	steak
	0.17651	brisket
	0.17638	slaughter
	0.17495	butchering
	0.17465	sirloin
	0.17289	ranching
	0.17161	tartare
	0.17139	pigs
	0.17116	hunts
	0.17088	boneless
	0.17082	broiled
	0.17077	cattle
	0.17057	filet
	0.17044	al-Adha
does_keep_warm	0.63636
	0.25374	sweatshirt
	0.25224	hoodie
	0.23948	sweatshirts
	0.23209	fleece
	0.21508	windbreaker
	0.21171	parka
	0.20876	pullover
	0.20254	ponchos
	0.19987	jacket
	0.19734	parkas
	0.19314	wig
	0.19022	mittens
	0.18787	poncho
	0.18527	warmest
	0.18374	capes
	0.18141	scarves
	0.17441	hats
	0.17319	jackets
	0.17275	mitts
	0.17273	wigs
	0.16923	shirt
	0.16923	hooded
	0.16903	bandanna
	0.16870	bandana
	0.16818	donned
	0.16809	shirts
	0.16790	bandanas
	0.16578	doffed
	0.16228	el-Bared
	0.16195	breathable
	0.16053	sweatpants
	0.16052	robe
	0.16037	robes
	0.15976	overcoats
	0.15972	outerwear
	0.15660	hairstyle
	0.15419	brimmed
	0.15301	gloves
	0.15246	scarf
	0.15226	cape
	0.15087	donning
	0.14929	headgear
	0.14915	komusubi
	0.14818	gowns
	0.14793	headbands
	0.14730	jumpsuit
	0.14693	hairdo
	0.14580	attire
	0.14577	al-Bared
	0.14524	jerseys
is_oily	0.63636
	0.26662	omega-3
	0.23244	mackerel
	0.21842	anglers
	0.20585	herring
	0.20532	sardines
	0.20355	trout
	0.19976	sardine
	0.19379	canola
	0.18741	albacore
	0.18664	stripers
	0.18647	bluefish
	0.18602	carp
	0.17991	bluefin
	0.17840	landlocked
	0.17554	redfish
	0.17387	d'Azur
	0.16503	soybean
	0.16345	flaxseed
	0.16276	herrings
	0.16239	largemouth
	0.16184	sockeye
	0.16133	anchovies
	0.15977	bbl/day
	0.15906	undeclared
	0.15890	coho
	0.15727	d'Alene
	0.15521	inshore
	0.15460	biphenyls
	0.15390	ruminations
	0.15274	krill
	0.15210	olive
	0.14903	dispersants
	0.14870	revote
	0.14720	feedlots
	0.14547	governorates
	0.14525	steelhead
	0.14366	headwaters
	0.14321	commends
	0.14280	anchovy
	0.14235	tributaries
	0.14127	rapeseed
	0.14085	airbases
	0.13892	farmed
	0.13753	baits
	0.13724	unsalted
	0.13679	al-Adha
	0.13626	hartal
	0.13616	b/d
	0.13567	fishermen
	0.13564	fisheries
is_smart	0.63636
	0.24303	trousers
	0.23894	slacks
	0.22927	jeans
	0.22889	adidas
	0.22800	blouse
	0.21941	suit
	0.21940	pants
	0.21843	blouses
	0.21824	filed
	0.21807	waisted
	0.21270	khakis
	0.20927	shorts
	0.20299	suits
	0.20085	shirt
	0.19969	v.
	0.19870	shirts
	0.19868	chinos
	0.19614	untucked
	0.19597	skirt
	0.19535	sneakers
	0.19531	belt
	0.19104	blazer
	0.19017	iRobot
	0.18583	belts
	0.18332	shoes
	0.18118	sleeveless
	0.18028	pant
	0.17544	sued
	0.17523	denim
	0.17516	skirts
	0.17485	blazers
	0.17481	supra
	0.17464	tailoring
	0.16947	alleges
	0.16939	dress
	0.16775	tailored
	0.16401	pantsuits
	0.16213	counterclaim
	0.15853	pleated
	0.15764	dresses
	0.15629	menswear
	0.15430	waist
	0.15320	dressy
	0.15133	defendants
	0.15027	undo
	0.14998	leggings
	0.14959	alleging
	0.14799	suiting
	0.14726	sportswear
	0.14625	teamed
is_stretchy	0.63636
	0.29675	leotard
	0.29472	limos
	0.29361	skintight
	0.27905	pantyhose
	0.26916	limousines
	0.26362	lingerie
	0.26228	tights
	0.26198	spandex
	0.25881	bodysuits
	0.25309	fishnet
	0.25227	swimsuit
	0.24939	swimsuits
	0.24422	hosiery
	0.24341	stockings
	0.23935	swimwear
	0.23364	limo
	0.22762	limousine
	0.22690	bodysuit
	0.21881	bikinis
	0.21733	corsets
	0.20576	chauffeurs
	0.20402	proms
	0.19988	gymnasts
	0.19935	miniskirts
	0.19905	panty
	0.19860	dominatrix
	0.19792	chauffeured
	0.19510	balloon
	0.19492	miniskirt
	0.19485	skimpy
	0.19307	striptease
	0.18611	fetish
	0.18375	undergarments
	0.18196	bras
	0.18151	iShares
	0.18068	bustier
	0.17912	corset
	0.17885	transsexual
	0.17753	showgirls
	0.17592	thong
	0.17423	ballooning
	0.17347	catheters
	0.17263	briefs
	0.17152	bikini
	0.17108	panties
	0.17036	holdups
	0.16842	transsexuals
	0.16699	supermodels
	0.16688	mid-1993
	0.16468	preteens
does_protect	0.63793
	0.35148	armor
	0.32236	headgear
	0.31126	armour
	0.30961	gloves
	0.30556	breathable
	0.30283	helmets
	0.30207	capes
	0.29781	shields
	0.29332	garments
	0.28577	breeches
	0.28330	outerwear
	0.28297	coveralls
	0.28160	vests
	0.28030	undergarments
	0.27914	protective
	0.27890	wear
	0.27492	helmet
	0.26612	impervious
	0.26524	shield
	0.26451	leggings
	0.26415	protection
	0.26404	protectors
	0.26274	respirators
	0.26273	vest
	0.26245	shielding
	0.26188	goggles
	0.26185	overcoats
	0.25930	footwear
	0.25704	parkas
	0.25392	jackets
	0.25300	raincoats
	0.25199	ponchos
	0.24415	jacket
	0.24196	hats
	0.24156	clothing
	0.24038	garment
	0.23890	boots
	0.23810	tunics
	0.23411	worn
	0.23410	insulating
	0.23410	apparel
	0.23405	insulation
	0.23091	gowns
	0.23082	tunic
	0.23067	spandex
	0.23060	overcoat
	0.22999	visors
	0.22794	socks
	0.22733	headbands
	0.22730	cloaks
is_a_wind_instrument	0.64000
	0.34523	saxophonist
	0.30548	flutist
	0.30485	clarinetist
	0.27986	saxophone
	0.27591	trombonist
	0.27045	trombone
	0.26460	sax
	0.26001	trumpeter
	0.25124	clarinet
	0.25017	tenor
	0.23583	arranger
	0.23576	trumpet
	0.23465	instrumentalists
	0.22742	recorders
	0.22129	soloists
	0.22071	vocalists
	0.22052	alto
	0.22000	oboe
	0.21507	bagpipes
	0.21464	flute
	0.21452	recorder
	0.21365	sideman
	0.21345	soloist
	0.20972	bandleader
	0.20713	soprano
	0.20610	instrumentalist
	0.20246	harmonica
	0.20060	vocalist
	0.19823	percussionist
	0.19710	keyboardist
	0.19145	recordings
	0.19096	flutes
	0.18682	violist
	0.18661	mouthpieces
	0.18502	recording
	0.18493	baritone
	0.17990	bagpipe
	0.17916	organist
	0.17846	trumpets
	0.17610	quintet
	0.17423	accompanist
	0.17110	vocals
	0.17078	pianists
	0.17077	iShares
	0.16900	tenors
	0.16843	solos
	0.16588	guitarists
	0.16461	bassist
	0.16254	recorded
	0.16210	concertmaster
is_green	0.64220
	0.32758	shrubs
	0.32167	hibiscus
	0.32120	ferns
	0.31911	seedlings
	0.31588	flowering
	0.30775	plants
	0.28646	bougainvillea
	0.28558	conifers
	0.28422	papaya
	0.28047	plantings
	0.27740	cacti
	0.27724	planted
	0.27386	herbaceous
	0.27077	saplings
	0.27072	shrub
	0.27071	seedling
	0.26975	vegetation
	0.26962	perennials
	0.26810	foliage
	0.26618	geranium
	0.26472	plant
	0.26331	deciduous
	0.26199	fern
	0.26049	papayas
	0.25657	houseplants
	0.25511	azalea
	0.25362	mango
	0.25333	cultivars
	0.25309	guava
	0.25157	rhododendrons
	0.25129	vines
	0.25068	riparian
	0.25035	orchids
	0.24993	sprouts
	0.24844	annuals
	0.24797	cucumbers
	0.24578	impatiens
	0.24551	dogwood
	0.24528	subtropical
	0.24434	trees
	0.24434	wildflowers
	0.24359	amphibians
	0.24358	germination
	0.24348	rainforest
	0.24277	avocado
	0.24144	seedless
	0.24127	robusta
	0.24124	azaleas
	0.23940	evergreen
	0.23900	cypress
has_a_stone	0.64286
	0.21560	apricot
	0.20264	dates
	0.19268	prune
	0.18892	plum
	0.18511	nectarines
	0.18470	ripe
	0.17371	plums
	0.15954	ripened
	0.15795	bbl/day
	0.15615	updated
	0.15570	cherry
	0.15397	peach
	0.15255	peaches
	0.15212	avocados
	0.15208	avocado
	0.15074	apricots
	0.15028	olive
	0.14699	pruned
	0.14564	designations
	0.14079	ripeness
	0.13784	cherries
	0.13704	orchards
	0.13412	persimmons
	0.13346	blacklists
	0.13277	hectares
	0.13203	semifinalists
	0.13036	applicants
	0.13034	cultivars
	0.12967	prunes
	0.12872	overripe
	0.12846	updates
	0.12775	mid-June
	0.12683	null
	0.12616	ripening
	0.12614	ripen
	0.12596	ruminations
	0.12468	pitted
	0.12364	quince
	0.12352	d'Azur
	0.12323	nominees
	0.12259	declassification
	0.11948	dogwoods
	0.11919	seedless
	0.11889	washingtonpost.com
	0.11880	varietals
	0.11870	nonpartisan
	0.11810	persimmon
	0.11802	figs
	0.11715	declassified
	0.11636	nominations
has_flowers	0.64516
	0.27443	dahlias
	0.24803	cultivars
	0.23642	carnations
	0.21837	tubers
	0.21596	orchids
	0.21288	geranium
	0.20458	bouquets
